Javascript Files,Sites,Repetitions
https://optimize-stats.voxmedia.com/tracker?key=efd28c71b5699c36&hostname=www.theverge.com&source=&views=1&root_views=1&pathroot=1&ttfl=2887&tracker_id=1fbba95c-6129-495e-8f3a-1f29c2a6c79e&_=0.540497121967269,{'https://theverge.com'},1
https://tag.mtrcs.samba.tv/v3/tag/vox/vox-theVerge/sambaTag.js,{'https://theverge.com'},1
//static.ads-twitter.com/uwt.js,"{'https://suntrust.com', 'https://theverge.com'}",2
https://sb.scorecardresearch.com/beacon.js,"{'https://apnews.com', 'https://mayoclinic.org', 'https://theverge.com', 'https://bankrate.com'}",4
https://connect.facebook.net/en_US/fbds.js,{'https://theverge.com'},1
https://www.googletagmanager.com/gtm.js?id=GTM-TWPZVJD&l=dataLayer,{'https://theverge.com'},1
https://www.google-analytics.com/analytics.js,"{'https://officedepot.com', 'https://theverge.com', 'https://texas.gov', 'https://meetup.com', 'https://uscis.gov', 'https://csod.com', 'https://apnews.com', 'https://shareasale.com ', 'https://hoodsite.com', 'https://researchgate.net'}",10
https://www.google-analytics.com/plugins/ua/linkid.js,"{'https://officedepot.com', 'https://mayoclinic.org', 'https://theverge.com'}",3
"https://optimize-stats.voxmedia.com/alternatives?key=efd28c71b5699c36&experiments=h:-1059557306,h:-1059579164,h:-1060593077,h:-1059580127,h:-1059668602,h:-1059735771,h:-1059580213,h:-1059580283,h:-1065961228,h:-1059581055,h:-1059581143&source=&hostname=www.theverge.com&_=0.9418203646230909&callback=cbackc1694gxfx0pmyf4j2dv6",{'https://theverge.com'},1
"https://optimize-stats.voxmedia.com/alternatives?key=efd28c71b5699c36&experiments=h:-1059553252,h:-1059549468,h:-1059646589,h:-1059523548,h:-1059578299,h:-1059495777,h:-1059583258,h:-1065038637,h:-1059497576,h:-1059497696,h:-1059518682,h:-1059524480,h:-1059526465,h:-1059527391,h:-1064345723,h:-1059527516,h:-1059548571,h:-1090954977,h:-1745936860,h:-1745731463,h:-1059551479,h:-1059700247,h:-1059731995,h:-1063399104,h:-1779842088,h:-1065961229,h:-1059578235,h:-1059554272,h:-1059554174,h:-1059555201,h:-1059668633,h:-1059556282,h:-1059557061,h:-1059557186,h:-1060599710,h:-1059578207,h:-1094733658,h:-1060595128,h:-1059580244,h:-1059667574&source=&hostname=www.theverge.com&_=0.07057646267622641&callback=cback7xjx8xu06k2en3hqs3kx",{'https://theverge.com'},1
https://www.googletagmanager.com/gtm.js?id=GTM-W8JKW6,{'https://theverge.com'},1
https://optimize-stats.voxmedia.com/loader.min.js?key=efd28c71b5699c36,{'https://theverge.com'},1
https://cdn.vox-cdn.com/packs/js/concert_ads-e9e68fb5dc7f5b736299.js,{'https://theverge.com'},1
https://cdn.concert.io/lib/concert-ads/v2-latest/concert_ads.js,{'https://theverge.com'},1
https://c.amazon-adsystem.com/aax2/apstag.js,{'https://theverge.com'},1
https://www.googletagservices.com/tag/js/gpt.js,"{'https://apnews.com', 'https://officedepot.com', 'https://theverge.com', 'https://theepochtimes.com'}",4
https://cdn.concert.io/lib/concert-concierge.2.8.0.min.js,{'https://theverge.com'},1
https://z.moatads.com/voxprebidheader841653991752/moatheader.js,{'https://theverge.com'},1
https://securepubads.g.doubleclick.net/gpt/pubads_impl_2020082701.js,"{'https://theverge.com', 'https://kayak.com', 'https://mayoclinic.org', 'https://theepochtimes.com', 'https://apnews.com'}",5
https://cdn.vox-cdn.com/packs/js/chorus-74a75de0344100604427.js,{'https://theverge.com'},1
https://z-na.associates-amazon.com/onetag/v2?MarketPlace=US&instanceId=c86ecff2-0781-48c9-a698-200b0643c35a,{'https://theverge.com'},1
https://phonograph2.voxmedia.com/pickup.js?v=1529075019264,{'https://theverge.com'},1
//cdn.parsely.com/keys/theverge.com/p.js,{'https://theverge.com'},1
https://static.scroll.com/js/scroll.js,{'https://theverge.com'},1
https://mb.moatads.com/yi/v2?qn=%604%7BZEYwoqI%24%5BK%2BdLLU)%2CMm~tM!90vv9L%24%2FoDb%2Fz(lKm3GFlNUU%2Cu%5Bh_GcS%25%5BHvLU%5B4(K%2B%7BgeFWl_%3DNqUXR%3A%3D%2BAxMn%3Ch%2CyenA8p%2FHm%24%60%233P(ry5*ZRocMp1tq%5BN%7Bq%60RP%3CG.ceFW%7CoG%22mxT%3Bwv%40V374BKm55%3D%261fp%5BoU5tWh%3A(%3Ce%24%26Pzd.jrHSe31k5X%5BG%5E%5B)%2C2iVSX%3C_Y%7B!7IQ3HbmUZzCFm%5Du!x2l.uBlTVU%2F.%3Dh%3Ft%40yUtKC&th=1219999633&tf=nMzjG---CSa7H-fUfHv-j7VIQD-xFQTS-nMzjG-&vi=111111&rc=0%2C1%2C0%2C3%2CChrome%20PDF%20Plugin*Chrome%20PDF%20Viewer*Native%20Client%2C1%2C4%2C0%2Cprobably%2Cprobably&os=&qp=10000&is=BBBBB2BBEY4vGl2BBCkqtUTBBRmsqbKW8BsrBu0rCFE48CRBeeBS2hWTMBBQeQBBn2soYggyUig0CBlWZ0uBBCCCCCCOgRBBiOfnE6Skg7Oxib8MxOtJYHCBdm5kBhIcC9Y8oBXckXBR76iUUsJBCBBBBBBBBBWBSqj3BBBZeGV2BBBCMciUBBBjgEBBBBBB94UMgTdJMtEcpMBBBQBBBniOccBBBBBB41kNwxBbBBBBBBBBBhcjG6BBJMhLeBk8BwCBQmIoRBBCzBz1BBCTCyBBrbjBC4ehueB57NG9aJeRzBqEKiuwBBBB&iv=8&qt=0&gz=1&hh=0&hn=0&tw=null&qc=552&qd=14&qf=1034&qe=708&qh=1050&qg=840&qm=240&qa=1600&qb=900&qi=1600&qj=860&to=000&po=1-0020002000002120&vy=ot%24b%5Bh%40%22oDgO%3DLlE6%3AvyqIY79%22bR9%2F%24bEBE)8%25s18b(N6OiFNm%7DcGDR35*9L%7Bw.Iz%5Dwi%2CB2O%248PNycp1F%2C3TVGX%5E8Y.N%2CzKydjXB3UN%5EMkP&qr=0&url=https%3A%2F%2Fwww.theverge.com%2F&pcode=voxprebidheader841653991752&callback=MoatNadoAllJsonpRequest_58826470,{'https://theverge.com'},1
