Site,# of JS files,JavaScript Files,Full JavaScript Headers,Headers
https://nbastreams.xyz,5,,,
,,https://www.google-analytics.com/analytics.js,"{'Strict-Transport-Security': 'max-age=10886400; includeSubDomains; preload', 'Date': 'Sun, 06 Sep 2020 23:14:37 GMT', 'Expires': 'Mon, 07 Sep 2020 01:14:37 GMT', 'Last-Modified': 'Wed, 19 Aug 2020 20:46:40 GMT', 'X-Content-Type-Options': 'nosniff', 'Content-Type': 'text/javascript', 'Vary': 'Accept-Encoding', 'Content-Encoding': 'gzip', 'Server': 'Golfe2', 'Content-Length': '18323', 'Cache-Control': 'public, max-age=7200', 'Age': '6435', 'Alt-Svc': 'h3-29="":443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic="":443""; ma=2592000; v=""46,43""'}","{'Expires': 'Mon, 07 Sep 2020 01:14:37 GMT', 'Last-Modified': 'Wed, 19 Aug 2020 20:46:40 GMT', 'Cache-Control': 'public, max-age=7200'}"
,,https://www.googletagmanager.com/gtag/js?id=UA-133177581-1,"{'Content-Type': 'application/javascript; charset=UTF-8', 'Access-Control-Allow-Origin': '*', 'Access-Control-Allow-Credentials': 'true', 'Access-Control-Allow-Headers': 'Cache-Control', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Date': 'Mon, 07 Sep 2020 01:01:52 GMT', 'Expires': 'Mon, 07 Sep 2020 01:01:52 GMT', 'Cache-Control': 'private, max-age=900', 'Last-Modified': 'Mon, 07 Sep 2020 00:00:00 GMT', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains', 'Server': 'Google Tag Manager', 'X-XSS-Protection': '0', 'Alt-Svc': 'h3-29="":443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic="":443""; ma=2592000; v=""46,43""', 'Transfer-Encoding': 'chunked'}","{'Expires': 'Mon, 07 Sep 2020 01:01:53 GMT', 'Cache-Control': 'private, max-age=900', 'Last-Modified': 'Mon, 07 Sep 2020 00:00:00 GMT'}"
,,/jquery.min.js,{},{}
,,/bootstrap.min.js,{},{}
,,//freehostedscripts.net/ocounter.php?site=5615496&e1=Online User&e2=Online Users&r=&wh=1600 x 900&a=1&pn=http://nbastreams.xyz/games/,{},"{'Expires': 'Tue, 01 Jan 2000 00:00:00 GMT', 'Last-Modified': 'Mon, 07 Sep 2020 01:01:58 GMT', 'Cache-Control': 'no-store, no-cache, must-revalidate, max-age=0, post-check=0, pre-check=0'}"
http://cox.net,18,,,
,,https://coxcommunications.mpeasylink.com/mpel/mpel_welcome.js,"{'Server': 'nginx', 'Date': 'Mon, 07 Sep 2020 01:02:04 GMT', 'Content-Type': 'application/javascript', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Accept-Ranges': 'bytes', 'ETag': 'W/""6968-1542809894000""', 'Last-Modified': 'Wed, 21 Nov 2018 14:18:14 GMT', 'Cache-Control': 'max-age=86400', 'Expires': 'Tue, 08 Sep 2020 01:02:04 GMT', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding'}","{'Last-Modified': 'Wed, 21 Nov 2018 14:18:14 GMT', 'Cache-Control': 'max-age=86400', 'Expires': 'Tue, 08 Sep 2020 01:02:04 GMT'}"
,,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,"{'Accept-Ranges': 'bytes', 'Vary': 'Accept-Encoding', 'Content-Type': 'text/javascript', 'Content-Length': '73413', 'Date': 'Mon, 07 Sep 2020 01:02:04 GMT', 'Expires': 'Mon, 07 Sep 2020 01:02:04 GMT', 'Cache-Control': 'private, max-age=3000', 'ETag': '""1599152861011880""', 'X-Content-Type-Options': 'nosniff', 'Server': 'sffe', 'X-XSS-Protection': '0', 'Alt-Svc': 'h3-29=""googleads.g.doubleclick.net:443""; ma=2592000,h3-29="":443""; ma=2592000,h3-27=""googleads.g.doubleclick.net:443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051=""googleads.g.doubleclick.net:443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050=""googleads.g.doubleclick.net:443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic=""googleads.g.doubleclick.net:443""; ma=2592000; v=""46,43"",quic="":443""; ma=2592000; v=""46,43""'}","{'Expires': 'Mon, 07 Sep 2020 01:02:05 GMT', 'Cache-Control': 'private, max-age=3000'}"
,,https://coxcommunications.mpeasylink.com/mpel/mpel?href=https%3A%2F%2Fwww.cox.com%2Fresidential%2Fmyconnection%2Fhome.html&ref=&lang=&country=undefined&curr=undefined&region=undefined&osl=en-US,"{'Server': 'nginx', 'Date': 'Mon, 07 Sep 2020 01:02:05 GMT', 'Content-Type': 'text/javascript;charset=UTF-8', 'Content-Length': '1144', 'Connection': 'keep-alive', 'P3P': 'CP=""NOI DSP COR NID CURa ADMa DEVa PSAa OUR IND COM NAV INT STA""', 'Cache-Control': 'max-age=0, no-cache, no-store', 'Pragma': 'no-cache'}","{'Cache-Control': 'max-age=0, no-cache, no-store'}"
