Site,# of JS files,JavaScript Files,Full JavaScript Headers,Headers
https://woot.com,15,,,
,,https://securepubads.g.doubleclick.net/pagead/js/rum.js,{},{}
,,https://www.google-analytics.com/analytics.js,{},{}
,,https://www.google-analytics.com/analytics.js,{},"{'Expires': 'Thu, 10 Sep 2020 01:20:38 GMT', 'Last-Modified': 'Wed, 19 Aug 2020 20:46:40 GMT', 'Cache-Control': 'public, max-age=7200'}"
,,https://sslwidget.criteo.com/event?a=44342&v=5.6.1&p0=e%3Dexd%26site_type%3Dd&p1=e%3Dvl%26p%3D7ce97b11-dade-455b-8075-1850fc9fe778&p2=e%3Ddis&adce=1&tld=woot.com&dtycbr=53078,"{'cache-control': 'private', 'pragma': 'no-cache', 'content-type': 'application/x-javascript', 'content-encoding': 'gzip', 'expires': '0', 'vary': 'Accept-Encoding', 'server': 'Microsoft-IIS/10.0', 'p3p': 'NON DSP COR CURa PSA PSD OUR BUS NAV STA', 'timing-allow-origin': '*', 'server-processing-duration-in-ticks': '11542', 'set-cookie': 'uid=91465172-7b57-4f21-9766-a7d289e6fdc2; domain=.criteo.com; expires=Tue, 05-Oct-2021 00:05:04 GMT; path=/', 'x-powered-by': 'ASP.NET', 'date': 'Thu, 10 Sep 2020 00:05:03 GMT', 'content-length': '863'}",{}
,,https://ssl.google-analytics.com/ga.js,"{'Strict-Transport-Security': 'max-age=10886400; includeSubDomains; preload', 'Date': 'Wed, 09 Sep 2020 23:50:55 GMT', 'Expires': 'Thu, 10 Sep 2020 01:50:55 GMT', 'Last-Modified': 'Wed, 19 Aug 2020 20:46:40 GMT', 'X-Content-Type-Options': 'nosniff', 'Content-Type': 'text/javascript', 'Vary': 'Accept-Encoding', 'Content-Encoding': 'gzip', 'Server': 'Golfe2', 'Content-Length': '17168', 'Cache-Control': 'public, max-age=7200', 'Age': '850', 'Alt-Svc': 'h3-29="":443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic="":443""; ma=2592000; v=""46,43""'}","{'Expires': 'Thu, 10 Sep 2020 01:50:55 GMT', 'Last-Modified': 'Wed, 19 Aug 2020 20:46:40 GMT', 'Cache-Control': 'public, max-age=7200'}"
,,//www.googletagmanager.com/gtm.js?id=GTM-KBS4QP&l=googleDataLayer,{},"{'Expires': 'Thu, 10 Sep 2020 00:05:06 GMT', 'Cache-Control': 'private, max-age=900'}"
,,https://www.googletagservices.com/tag/js/gpt.js,"{'Vary': 'Accept-Encoding', 'Content-Encoding': 'gzip', 'Content-Type': 'text/javascript', 'Timing-Allow-Origin': '*', 'Date': 'Thu, 10 Sep 2020 00:05:08 GMT', 'Expires': 'Thu, 10 Sep 2020 00:05:08 GMT', 'Cache-Control': 'private, max-age=900, stale-while-revalidate=3600', 'ETag': '""628 / 486 of 1000 / last-modified: 1599689484""', 'X-Content-Type-Options': 'nosniff', 'Server': 'sffe', 'X-XSS-Protection': '0', 'Alt-Svc': 'h3-29=""googleads.g.doubleclick.net:443""; ma=2592000,h3-29="":443""; ma=2592000,h3-27=""googleads.g.doubleclick.net:443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051=""googleads.g.doubleclick.net:443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050=""googleads.g.doubleclick.net:443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic=""googleads.g.doubleclick.net:443""; ma=2592000; v=""46,43"",quic="":443""; ma=2592000; v=""46,43""', 'Transfer-Encoding': 'chunked'}",{}
,,https://d3rqdbvvokrlbl.cloudfront.net/lib/scripts/shared/jquery-modernizr.df749b6d465d.js,{},"{'Cache-Control': 'public, max-age=31536000', 'Expires': 'Wed, 08 Sep 2021 23:17:47 GMT', 'Last-Modified': 'Tue, 08 Sep 2020 23:02:38 GMT'}"
,,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2020090201.js,"{'Accept-Ranges': 'bytes', 'Vary': 'Accept-Encoding', 'Content-Type': 'text/javascript', 'Timing-Allow-Origin': '*', 'Content-Length': '268755', 'Date': 'Thu, 10 Sep 2020 00:05:21 GMT', 'Expires': 'Thu, 10 Sep 2020 00:05:21 GMT', 'Cache-Control': 'private, immutable, max-age=31536000', 'Last-Modified': 'Wed, 02 Sep 2020 08:39:38 GMT', 'X-Content-Type-Options': 'nosniff', 'Server': 'sffe', 'X-XSS-Protection': '0', 'Alt-Svc': 'h3-29="":443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic="":443""; ma=2592000; v=""46,43""'}","{'Expires': 'Thu, 10 Sep 2020 00:05:25 GMT', 'Cache-Control': 'private, immutable, max-age=31536000', 'Last-Modified': 'Wed, 02 Sep 2020 08:39:38 GMT'}"
,,https://platform.twitter.com/js/moment~timeline~tweet.2e5232162202896d50461b242819754e.js,"{'Content-Encoding': 'gzip', 'Access-Control-Allow-Methods': 'GET', 'Access-Control-Allow-Origin': '*', 'Age': '13089', 'Cache-Control': 'public, max-age=315360000', 'Content-Type': 'application/javascript; charset=utf-8', 'Date': 'Thu, 10 Sep 2020 00:05:31 GMT', 'Etag': '""cce4698c56d0a54ba3f908b953e403c1+gzip""', 'Last-Modified': 'Tue, 01 Sep 2020 17:58:08 GMT', 'P3P': 'CP=""CAO DSP LAW CURa ADMa DEVa TAIa PSAa PSDa IVAa IVDa OUR BUS IND UNI COM NAV INT""', 'Server': 'ECS (mic/9B37)', 'Vary': 'Accept-Encoding', 'X-Cache': 'HIT', 'x-tw-cdn': 'VZ', 'Content-Length': '7651'}","{'Cache-Control': 'public, max-age=315360000', 'Last-Modified': 'Tue, 01 Sep 2020 17:58:08 GMT'}"
,,https://platform.twitter.com/js/timeline.610564c46865d0bb1eccdd42c0dc6ea7.js,"{'Content-Encoding': 'gzip', 'Access-Control-Allow-Methods': 'GET', 'Access-Control-Allow-Origin': '*', 'Age': '13090', 'Cache-Control': 'public, max-age=315360000', 'Content-Type': 'application/javascript; charset=utf-8', 'Date': 'Thu, 10 Sep 2020 00:05:33 GMT', 'Etag': '""c556b2c56f55b3b2458cc2f84945663d+gzip""', 'Last-Modified': 'Tue, 01 Sep 2020 17:58:08 GMT', 'P3P': 'CP=""CAO DSP LAW CURa ADMa DEVa TAIa PSAa PSDa IVAa IVDa OUR BUS IND UNI COM NAV INT""', 'Server': 'ECS (mic/9B5D)', 'Vary': 'Accept-Encoding', 'X-Cache': 'HIT', 'x-tw-cdn': 'VZ', 'Content-Length': '6647'}","{'Cache-Control': 'public, max-age=315360000', 'Last-Modified': 'Tue, 01 Sep 2020 17:58:08 GMT'}"
,,https://platform.twitter.com/widgets.js,"{'Content-Encoding': 'gzip', 'Access-Control-Allow-Methods': 'GET', 'Access-Control-Allow-Origin': '*', 'Age': '1093', 'Cache-Control': 'public, max-age=1800', 'Content-Type': 'application/javascript; charset=utf-8', 'Date': 'Thu, 10 Sep 2020 00:05:35 GMT', 'Etag': '""a58136137a93f33c1d165df7d4d973f8+gzip""', 'Last-Modified': 'Tue, 01 Sep 2020 20:40:54 GMT', 'P3P': 'CP=""CAO DSP LAW CURa ADMa DEVa TAIa PSAa PSDa IVAa IVDa OUR BUS IND UNI COM NAV INT""', 'Server': 'ECS (mic/9A89)', 'Vary': 'Accept-Encoding', 'X-Cache': 'HIT', 'x-tw-cdn': 'VZ', 'Content-Length': '28881'}","{'Cache-Control': 'public, max-age=1800', 'Last-Modified': 'Tue, 01 Sep 2020 20:40:54 GMT'}"
,,https://d3rqdbvvokrlbl.cloudfront.net/scripts/shared/layout.df749b6d465d.js,"{'Content-Type': 'application/x-javascript', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Access-Control-Allow-Origin': '*', 'Cache-Control': 'public, max-age=31536000', 'Date': 'Tue, 08 Sep 2020 23:17:41 GMT', 'ETag': 'W/""df749b6d465d""', 'Expires': 'Wed, 08 Sep 2021 23:17:42 GMT', 'Last-Modified': 'Tue, 08 Sep 2020 23:02:38 GMT', 'X-Powered-By': 'ASP.NET', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 2e51d21cbcece0c8168928f0f01f11e4.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'MIA3-C1', 'X-Amz-Cf-Id': 'nzFAjp3kU1R1j0SvZOOKrfa829er9ifQcs-jIW9tyBw__Ho5xdJPQQ==', 'Age': '89276'}","{'Cache-Control': 'public, max-age=31536000', 'Expires': 'Wed, 08 Sep 2021 23:17:42 GMT', 'Last-Modified': 'Tue, 08 Sep 2020 23:02:38 GMT'}"
,,https://d3rqdbvvokrlbl.cloudfront.net/areas/woot/scripts/default/index.df749b6d465d.js,{},"{'Cache-Control': 'public, max-age=31536000', 'Expires': 'Wed, 08 Sep 2021 23:18:09 GMT', 'Last-Modified': 'Tue, 08 Sep 2020 23:02:38 GMT'}"
,,https://static.criteo.net/js/ld/ld.js,{},{}
https://thefreedictionary.com,11,,,
,,https://partner.googleadservices.com/gampad/cookie.js?domain=www.thefreedictionary.com&callback=_gfp_s_&client=ca-pub-2694630391511205,{},{'Cache-Control': 'private'}
,,https://pagead2.googlesyndication.com/pagead/js/r20200901/r20190131/show_ads_impl_fy2019.js,"{'P3P': 'policyref=""https://www.googleadservices.com/pagead/p3p.xml"", CP=""NOI DEV PSA PSD IVA IVD OTP OUR OTR IND OTC""', 'Timing-Allow-Origin': '*', 'Vary': 'Accept-Encoding', 'Date': 'Thu, 10 Sep 2020 00:06:41 GMT', 'Expires': 'Thu, 10 Sep 2020 00:06:41 GMT', 'Cache-Control': 'private, max-age=1209600', 'Content-Type': 'text/javascript; charset=ISO-8859-1', 'ETag': '5898737351766302736', 'X-Content-Type-Options': 'nosniff', 'Content-Disposition': 'attachment; filename=""f.txt""', 'Content-Encoding': 'gzip', 'Server': 'cafe', 'X-XSS-Protection': '0', 'Alt-Svc': 'h3-29=""googleads.g.doubleclick.net:443""; ma=2592000,h3-29="":443""; ma=2592000,h3-27=""googleads.g.doubleclick.net:443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051=""googleads.g.doubleclick.net:443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050=""googleads.g.doubleclick.net:443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043=""googleads.g.doubleclick.net:443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic=""googleads.g.doubleclick.net:443""; ma=2592000; v=""46,43"",quic="":443""; ma=2592000; v=""46,43""', 'Transfer-Encoding': 'chunked'}",{}
,,https://www.google-analytics.com/analytics.js,"{'Strict-Transport-Security': 'max-age=10886400; includeSubDomains; preload', 'Date': 'Wed, 09 Sep 2020 23:14:37 GMT', 'Expires': 'Thu, 10 Sep 2020 01:14:37 GMT', 'Last-Modified': 'Wed, 19 Aug 2020 20:46:40 GMT', 'X-Content-Type-Options': 'nosniff', 'Content-Type': 'text/javascript', 'Vary': 'Accept-Encoding', 'Content-Encoding': 'gzip', 'Server': 'Golfe2', 'Content-Length': '18323', 'Cache-Control': 'public, max-age=7200', 'Age': '3135', 'Alt-Svc': 'h3-29="":443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic="":443""; ma=2592000; v=""46,43""'}","{'Expires': 'Thu, 10 Sep 2020 01:14:37 GMT', 'Last-Modified': 'Wed, 19 Aug 2020 20:46:40 GMT', 'Cache-Control': 'public, max-age=7200'}"
,,//c.amazon-adsystem.com/aax2/apstag.js,{},"{'Cache-Control': 'public, max-age=900'}"
,,//img.tfd.com/async.js,{},"{'Cache-Control': 'max-age=1296000', 'Last-Modified': 'Wed, 19 Aug 2020 14:40:08 GMT'}"
