Site,# of JS files,JavaScript Files,Full JavaScript Headers,Headers
https://huffpost.com,31,,,
,,https://connect.facebook.net/signals/config/1621685564716533?v=2.9.24&r=stable,"{'Content-Type': 'application/x-javascript; charset=utf-8', 'Cache-Control': 'public, max-age=1200', 'Expires': 'Sat, 01 Jan 2000 00:00:00 GMT', 'Pragma': 'public', 'Strict-Transport-Security': 'max-age=31536000; preload; includeSubDomains', 'Content-Encoding': 'gzip', 'content-security-policy': ""default-src * data: blob:;script-src *.facebook.com *.fbcdn.net *.facebook.net *.google-analytics.com *.virtualearth.net *.google.com 127.0.0.1:* *.spotilocal.com:* 'unsafe-inline' 'unsafe-eval' blob: data: 'self';style-src data: blob: 'unsafe-inline' *;connect-src *.facebook.com facebook.com *.fbcdn.net *.facebook.net *.spotilocal.com:* wss://*.facebook.com:* https://fb.scanandcleanlocal.com:* attachment.fbsbx.com ws://localhost:* blob: *.cdninstagram.com 'self';"", 'Vary': 'Accept-Encoding', 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'DENY', 'X-XSS-Protection': '0', 'X-FB-Debug': 'oUAaa+n8kW+T6oIL2nN4QSo5wYRs4r4CeS5ZnGoZMSLyt/rKaxFMQbgvVHdlRAcaZ3502FWZeWYwrEV9PYOWPQ==', 'X-FB-TRIP-ID': '420120009', 'Date': 'Sun, 06 Sep 2020 19:34:58 GMT', 'Alt-Svc': 'h3-29="":443""; ma=3600,h3-27="":443""; ma=3600', 'Connection': 'keep-alive', 'Content-Length': '135259'}","{'Cache-Control': 'public, max-age=1200', 'Expires': 'Sat, 01 Jan 2000 00:00:00 GMT'}"
,,https://connect.facebook.net/en_US/fbevents.js,"{'Content-Type': 'application/x-javascript; charset=utf-8', 'Cache-Control': 'public, max-age=1200', 'Expires': 'Sat, 01 Jan 2000 00:00:00 GMT', 'Pragma': 'public', 'Strict-Transport-Security': 'max-age=31536000; preload; includeSubDomains', 'Content-Encoding': 'gzip', 'content-security-policy': ""default-src * data: blob:;script-src *.facebook.com *.fbcdn.net *.facebook.net *.google-analytics.com *.virtualearth.net *.google.com 127.0.0.1:* *.spotilocal.com:* 'unsafe-inline' 'unsafe-eval' blob: data: 'self';style-src data: blob: 'unsafe-inline' *;connect-src *.facebook.com facebook.com *.fbcdn.net *.facebook.net *.spotilocal.com:* wss://*.facebook.com:* https://fb.scanandcleanlocal.com:* attachment.fbsbx.com ws://localhost:* blob: *.cdninstagram.com 'self' chrome-extension://boadgeojelhgndaghljhdicfkmllpafd chrome-extension://dliochdbjfkdbacpmhlcpmleaejidimm;"", 'Vary': 'Accept-Encoding', 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'DENY', 'X-XSS-Protection': '0', 'X-FB-Debug': 'RwYjo3icoJOCtu3LJTyaEBEsYu+QHNmFtGaZE/98y58gD8t+f9KzVIC0bicB5wXPfpmC482/Jr+wpCp40yu9lw==', 'X-FB-TRIP-ID': '420120009', 'Date': 'Sun, 06 Sep 2020 19:34:58 GMT', 'Alt-Svc': 'h3-29="":443""; ma=3600,h3-27="":443""; ma=3600', 'Connection': 'keep-alive', 'Content-Length': '34302'}","{'Cache-Control': 'public, max-age=1200', 'Expires': 'Sat, 01 Jan 2000 00:00:00 GMT'}"
,,https://sb.scorecardresearch.com/beacon.js,"{'Content-Type': 'application/x-javascript', 'Vary': 'Accept-Encoding', 'Content-Encoding': 'gzip', 'Expires': 'Mon, 07 Sep 2020 19:34:59 GMT', 'Date': 'Sun, 06 Sep 2020 19:34:59 GMT', 'Content-Length': '884', 'Connection': 'keep-alive', 'Cache-Control': 'private, no-transform, max-age=86400'}","{'Expires': 'Mon, 07 Sep 2020 19:34:59 GMT', 'Cache-Control': 'private, no-transform, max-age=86400'}"
,,https://cdn.taboola.com/libtrc/impl.20200906-3-RELEASE.js,"{'Connection': 'keep-alive', 'Content-Length': '127011', 'x-amz-id-2': 'XZmbK9KMsNBxxuDpRoBh9JT3xMzGGLYQexPOi11x5tfvSNY3sfIdLgM9CZJJBblVM0i1P4Iw6bc=', 'x-amz-request-id': '6E55F5FF5471DF27', 'x-amz-replication-status': 'PENDING', 'Last-Modified': 'Sun, 06 Sep 2020 08:15:10 GMT', 'ETag': '""895facefc6144627088a9dcfe5d591bd""', 'x-amz-version-id': 'ZF_.EwgFXB2V9yTee7uX2cnaR9Gb55tH', 'Content-Type': 'application/javascript; charset=utf-8', 'Server': 'AmazonS3', 'Content-Encoding': 'gzip', 'Accept-Ranges': 'bytes', 'Date': 'Sun, 06 Sep 2020 19:34:59 GMT', 'Via': '1.1 varnish', 'Age': '97', 'X-Served-By': 'cache-jax20947-JAX', 'X-Cache': 'HIT', 'X-Cache-Hits': '518', 'X-Timer': 'S1599420900.713725,VS0,VE0', 'Cache-Control': 'private,max-age=31536000', 'Vary': 'Accept-Encoding', 'abp': '54'}","{'Last-Modified': 'Sun, 06 Sep 2020 08:15:10 GMT', 'Cache-Control': 'private,max-age=31536000'}"
,,https://cdn.taboola.com/libtrc/huffingtonpost-homepage/loader.js,"{'Connection': 'keep-alive', 'Content-Length': '19466', 'Access-Control-Allow-Origin': '*', 'Content-Encoding': 'gzip', 'Content-Type': 'application/javascript; charset=utf-8', 'Etag': '""76ed72b5f0db32d70b34a32b90817d35f5275b40""', 'Last-Modified': 'Sun, 06 Sep 2020 13:27:02 UTC', 'Server': 'obaker.88.1.2-10.321', 'X-Amz-Id-2': 'GxJQ1yPdLlDtd45ZtZ9UklF+lg7dq4laNyb9AILiCCLBcgAP6E40aVFBNy2o1iiW5y1OXJN1SlI=', 'X-Amz-Request-Id': '28127F189285D013', 'X-Amz-Version-Id': 'whkijaEKBWQPQZMY0kZ6EnpGuUk8Qb.6', 'X-From-Cache': '1', 'Accept-Ranges': 'bytes', 'Date': 'Sun, 06 Sep 2020 19:35:01 GMT', 'Via': '1.1 varnish', 'Age': '0', 'X-Served-By': 'cache-jax20933-JAX', 'X-Cache': 'MISS', 'X-Cache-Hits': '0', 'X-Timer': 'S1599420901.316491,VS0,VE52', 'Cache-Control': 'private,max-age=14400', 'Vary': 'Accept-Encoding, Accept-Encoding', 'abp': '4', 'Set-Cookie': 'abLdr=4;Max-Age=10800; path=/; SameSite=None;Secure'}","{'Last-Modified': 'Sun, 06 Sep 2020 13:27:02 UTC', 'Cache-Control': 'private,max-age=14400'}"
,,https://consent.cmp.oath.com/cmp.js,"{'Content-Encoding': 'gzip', 'Accept-Ranges': 'bytes', 'Age': '13209', 'Cache-Control': 'max-age=300', 'Content-Type': 'application/javascript', 'Date': 'Sun, 06 Sep 2020 19:35:02 GMT', 'Etag': '""ef5ea0204b2d15f62049028212f9f50f+gzip""', 'Expires': 'Sun, 06 Sep 2020 19:40:02 GMT', 'Last-Modified': 'Wed, 03 Jun 2020 15:53:49 GMT', 'Server': 'ECD (mic/9AD0)', 'Vary': 'Accept-Encoding', 'x-amz-id-2': 'HZHCvAD9/UDDEyoU1YIufOL92mCXt6aXg3S0ZwFJuhhe+j12HgN6FhQxhIjSulmBxH1A04lbpO4=', 'x-amz-request-id': '0EDD2225F32E6FA5', 'X-Cache': 'HIT', 'Content-Length': '25406'}","{'Cache-Control': 'max-age=300', 'Expires': 'Sun, 06 Sep 2020 19:40:02 GMT', 'Last-Modified': 'Wed, 03 Jun 2020 15:53:49 GMT'}"
,,https://s.yimg.com/oa/consent.js,"{'x-amz-id-2': 'ZP5+ze1GciSMbcYa5hsRPw/+alDrvTutj7IXcm4ytSzYR572y9EPyyr/mCgYGqOLDZ7mHJAWlC4=', 'x-amz-request-id': '67047784F59CDB5E', 'Date': 'Sun, 06 Sep 2020 19:32:53 GMT', 'Last-Modified': 'Wed, 26 Aug 2020 05:35:38 GMT', 'x-amz-server-side-encryption': 'AES256', 'Cache-Control': 'max-age=300', 'Accept-Ranges': 'bytes', 'Content-Type': 'application/javascript', 'Server': 'ATS', 'Referrer-Policy': 'no-referrer-when-downgrade', 'Vary': 'Origin, Accept-Encoding', 'Etag': '""a150441889c7244d25d3b9469f635d43-df""', 'Age': '130', 'Content-Encoding': 'gzip', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Strict-Transport-Security': 'max-age=15552000', 'Expect-CT': 'max-age=31536000, report-uri=""http://csp.yahoo.com/beacon/csp?src=yahoocom-expect-ct-report-only""', 'X-XSS-Protection': '1; mode=block', 'X-Content-Type-Options': 'nosniff'}","{'Last-Modified': 'Wed, 26 Aug 2020 05:35:38 GMT', 'Cache-Control': 'max-age=300'}"
,,https://www.yahoo.com/lib/metro/g/myy/advertisement_0.0.19.js,"{'x-amz-id-2': 'ZktFDxBOJhSzPybOcMxJYG99JF5rVU+Rj/C9OKoQ7oEPaCyKJKNtbxXAsHP0lq2Bm5IXmdZVEh0=', 'x-amz-request-id': '65CC44C2B286183C', 'Date': 'Thu, 03 Sep 2020 21:33:58 GMT', 'Last-Modified': 'Tue, 19 May 2020 03:33:21 GMT', 'ETag': '""ca243b22264dca7a4a899c51cc2dc963""', 'x-amz-server-side-encryption': 'AES256', 'Cache-Control': 'max-age=31536000, public, immutable', 'Accept-Ranges': 'bytes', 'Content-Type': 'application/x-javascript', 'Content-Length': '158', 'Server': 'ATS', 'Referrer-Policy': 'no-referrer-when-downgrade', 'Vary': 'Origin, Accept-Encoding', 'Age': '252066', 'ATS-Carp-Promotion': '1', 'Strict-Transport-Security': 'max-age=31536000', 'Expect-CT': 'max-age=31536000, report-uri=""http://csp.yahoo.com/beacon/csp?src=yahoocom-expect-ct-report-only""', 'X-XSS-Protection': '1; mode=block', 'X-Content-Type-Options': 'nosniff', 'Connection': 'keep-alive', 'Content-Security-Policy': ""frame-ancestors 'self' https://*.techcrunch.com https://*.yahoo.com https://*.aol.com https://*.huffingtonpost.com https://*.oath.com https://*.verizonmedia.com https://*.publishing.oath.com https://*.autoblog.com; sandbox allow-forms allow-same-origin allow-scripts allow-popups allow-popups-to-escape-sandbox allow-presentation; report-uri https://csp.yahoo.com/beacon/csp?src=ats&site=frontpage&region=US&lang=en-US&device=desktop&yrid=&partner=;"", 'X-Frame-Options': 'SAMEORIGIN'}","{'Last-Modified': 'Tue, 19 May 2020 03:33:21 GMT', 'Cache-Control': 'max-age=31536000, public, immutable'}"
,,https://s.aolcdn.com/ads/moatuac.js,"{'Content-Encoding': 'gzip', 'Age': '48220', 'Cache-Control': 'public,max-age=604800', 'Content-Type': 'application/javascript', 'Date': 'Sun, 06 Sep 2020 19:35:04 GMT', 'Etag': '""aa1bcd4eddd0b734f72d9fb7ef364d9e+gzip""', 'Last-Modified': 'Fri, 19 Apr 2019 19:06:06 GMT', 'Server': 'ECAcc (mic/9B04)', 'Vary': 'Accept-Encoding', 'x-amz-expiration': 'expiry-date=""Sun, 28 Oct 5881629 00:00:00 GMT"", rule-id=""oath-standard-lifecycle""', 'x-amz-id-2': 'mDdfp34WoeAMCJQq//qfd7/4K3vP6QCmns87eiN7K5Q7ncfXBfs9WNuojnovceZMQ/OEBL5xjnA=', 'x-amz-request-id': '3A80551FC09F010E', 'x-amz-server-side-encryption': 'AES256', 'x-amz-version-id': 'null', 'X-Cache': 'HIT', 'Content-Length': '91673'}","{'Cache-Control': 'public,max-age=604800', 'Last-Modified': 'Fri, 19 Apr 2019 19:06:06 GMT'}"
