Site,# of JS files,JavaScript Files,Full JavaScript Headers,Headers
https://schwab.com,35,,,
,,https://smetric.schwab.com/b/ss/cschwabschwabprod/10/JS-2.1.0/s46746540507391?AQB=1&ndh=1&pf=1&callback=s_c_il[1].doPostbacks&et=1&t=6%2F8%2F2020%2014%3A0%3A14%200%20240&sdid=29872BD6756F08E2-4B366FE20682F50C&mid=87117549772435773123883865214165227287&aamlh=7&ce=UTF8&ns=charlesschwab&cdp=2&fpCookieDomainPeriods=2&pageName=%2Fprospects%2Fpublic%2Fschwab%2Finvesting&g=https%3A%2F%2Fwww.schwab.com%2F&cc=USD&c11=1&c35=%2Fprospects%2Fpublic%2Fschwab%2Finvesting&c37=%2Fprospects%2Fpublic%2Fschwab%2Finvesting%20%7C%20undefined&s=1600x900&c=24&j=1.6&v=N&k=Y&bw=1034&bh=708&mcorgid=5DB5123F5245B1D20A490D45%40AdobeOrg&AQE=1,"{'xserver': 'anedge-65b68c9bf6-rlwgl', 'access-control-allow-origin': '*', 'x-c': 'master-1347.Ibe097b.M0-443', 'date': 'Sun, 06 Sep 2020 18:00:15 GMT', 'expires': 'Sat, 05 Sep 2020 18:00:16 GMT', 'last-modified': 'Mon, 07 Sep 2020 18:00:16 GMT', 'pragma': 'no-cache', 'p3p': 'CP=""This is not a P3P policy""', 'server': 'jag', 'etag': '3434718022807683072-4614337408873727843', 'vary': '*', 'dcs': 'dcs-prod-va6-v066-0fd12a618.edge-va6.demdex.com 5.77.1.20200831093501 5ms (+1ms)', 'x-aam-tid': '3eavkcGiSsk=', 'content-type': 'application/x-javascript;charset=utf-8', 'content-length': '146', 'cache-control': 'no-cache, no-store, max-age=0, no-transform, private', 'x-xss-protection': '1; mode=block', 'x-content-type-options': 'nosniff'}",{}
,,https://smetric.schwab.com/b/ss/cschwabschwabprod/10/JS-2.1.0/s43592687329712?AQB=1&ndh=1&pf=1&callback=s_c_il[1].doPostbacks&et=1&t=6%2F8%2F2020%2014%3A0%3A14%200%20240&sdid=1DF5C3DDEF16B111-7F5FC0FC66B87F5E&mid=87117549772435773123883865214165227287&aamlh=7&ce=UTF8&ns=charlesschwab&cdp=2&fpCookieDomainPeriods=2&pageName=%2Fprospects%2Fpublic%2Fschwab%2Finvesting&g=https%3A%2F%2Fwww.schwab.com%2F&cc=USD&ch=%2Fprospects&aamb=RKhpRz8krg2tLO6pguXWp5olkAcUniQYPHaMWWgdJ3xzPWQmdj0y&c1=%2Fprospects%2Fpublic%2Fschwab%2F&v1=D%3Dc1&h1=D%3Dc3&c2=%2Fprospects%2Fpublic%2Fschwab%2F&v2=D%3Dc2&c3=%2Fprospects%2Fpublic%2Fschwab%2F&v3=D%3Dc3&c4=Charles%20Schwab%20%7C%20A%20modern%20approach%20to%20investing%20%26%20retirement&v4=D%3Dc4&c5=D%3Dg&v5=D%3Dg&c7=1&v7=1&c11=1&v11=1&c14=en-US&c15=Sunday&v15=Sunday&c16=2%3A00PM&v16=2%3A00PM&v18=D%3DpageName&c35=%2Fprospects%2Fpublic%2Fschwab%2Finvesting&v36=%2B1&c37=%2Fprospects%2Fpublic%2Fschwab%2Finvesting%7Cundefined&v39=%2B1&c40=not%20supported&v40=%2B1&v52=%2B1&v56=AllSTUND9HJAl8pGBL2Ku%2BGzn4EkEDFM3Y104DbdgmDc%3D&c60=Schwab%20Brokerage&c61=Accounts%20and%20Products&c62=Brokerage%20Accounts&c63=Brokerage&v67=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F85.0.4183.83%20Safari%2F537.36&c68=Page&c69=VisitorAPI%20Present&v69=VisitorAPI%20Present&v71=87117549772435773123883865214165227287&v86=prospect&v96=domestic&v130=schwab-us-en&s=1600x900&c=24&j=1.6&v=N&k=Y&bw=1034&bh=708&mcorgid=5DB5123F5245B1D20A490D45%40AdobeOrg&AQE=1,"{'xserver': 'anedge-65b68c9bf6-6ldm6', 'access-control-allow-origin': '*', 'x-c': 'master-1347.Ibe097b.M0-443', 'date': 'Sun, 06 Sep 2020 18:00:16 GMT', 'expires': 'Sat, 05 Sep 2020 18:00:17 GMT', 'last-modified': 'Mon, 07 Sep 2020 18:00:17 GMT', 'pragma': 'no-cache', 'p3p': 'CP=""This is not a P3P policy""', 'server': 'jag', 'etag': '3434718024955166720-4614263782937536138', 'vary': '*', 'dcs': 'dcs-prod-va6-v066-0f6239acc.edge-va6.demdex.com 5.77.1.20200831093501 6ms (+0ms)', 'x-aam-tid': '3yql/dOxS3g=', 'content-type': 'application/x-javascript;charset=utf-8', 'content-length': '146', 'cache-control': 'no-cache, no-store, max-age=0, no-transform, private', 'x-xss-protection': '1; mode=block', 'x-content-type-options': 'nosniff'}",{}
,,https://bttrack.com/engagement/js?goalId=14072&cb=1599415213434,"{'Cache-Control': 'private,no-cache', 'Pragma': 'no-cache', 'Content-Type': 'text/javascript; charset=utf-8', 'Expires': '-1', 'Server': 'Microsoft-IIS/8.5', 'X-AspNetMvc-Version': '5.2', 'X-AspNet-Version': '4.0.30319', 'Set-Cookie': 'bt-es-14072=0de0cbdf-7b0c-40be-b4d2-8bdb223c1864; path=/, GLOBALID=2uKlc8-sIBd987FnXwVEZpn7f4sCp1L-cXA4nQm1JLt2OzpqCI7Eqv1PnJzQn_VUJGr2tM6fcJQC4TM1; expires=Tue, 06-Sep-2022 18:00:16 GMT; path=/; secure; SameSite=None', 'P3P': 'CP=""CAO DSP COR ADMo DEVo PSAo PSDo HISo IVAo IVDo OUR IND OTC""', 'X-ServerName': 'Track004-dc3', 'Date': 'Sun, 06 Sep 2020 18:00:15 GMT', 'Content-Length': '10120'}","{'Cache-Control': 'private,no-cache', 'Expires': '-1'}"
,,https://cdn.decibelinsight.net/i/13884/263675/di.js,"{'Content-Type': 'text/javascript; charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Server': 'nginx', 'Date': 'Sun, 06 Sep 2020 16:32:53 GMT', 'Cache-Control': 'private, max-age=7200', 'ETag': 'W/141447588-17464436780', 'Timing-Allow-Origin': '*', 'Access-Control-Allow-Methods': 'GET, POST, OPTIONS', 'Access-Control-Allow-Headers': 'Origin, X-Requested-With, Content-Type, Accept, X-HTTP-Method-Override', 'Access-Control-Allow-Credentials': 'true', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Encoding': 'gzip', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 7ca860d38523be6631b48c221eed2907.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'MIA3-C1', 'X-Amz-Cf-Id': 'ol1Ixgc67d75Hiu3Nr91zbVqM-1MYIOFzIkYvcllLwuldoNH1IwnvA==', 'Age': '5245'}","{'Cache-Control': 'private, max-age=7200'}"
,,https://www.googletagmanager.com/gtag/js?id=DC-2530996,"{'Content-Type': 'application/javascript; charset=UTF-8', 'Access-Control-Allow-Origin': '*', 'Access-Control-Allow-Credentials': 'true', 'Access-Control-Allow-Headers': 'Cache-Control', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Date': 'Sun, 06 Sep 2020 18:00:19 GMT', 'Expires': 'Sun, 06 Sep 2020 18:00:19 GMT', 'Cache-Control': 'private, max-age=900', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains', 'Server': 'Google Tag Manager', 'X-XSS-Protection': '0', 'Alt-Svc': 'h3-29="":443""; ma=2592000,h3-27="":443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-T050="":443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic="":443""; ma=2592000; v=""46,43""', 'Transfer-Encoding': 'chunked'}","{'Expires': 'Sun, 06 Sep 2020 18:00:19 GMT', 'Cache-Control': 'private, max-age=900'}"
,,https://cdn.bttrack.com/js/14072/analytics/1.0/analytics.min.js,"{'Date': 'Sun, 06 Sep 2020 18:00:20 GMT', 'Connection': 'Keep-Alive', 'Cache-Control': 'max-age=79110', 'Content-Encoding': 'gzip', 'Content-Length': '369', 'Content-Type': 'text/javascript; charset=utf-8', 'Accept-Ranges': 'bytes', 'X-HW': '1599415219.dop055.mi1.t,1599415220.cds061.mi1.shn,1599415220.cds061.mi1.c'}",{'Cache-Control': 'max-age=84767'}
,,//static.ads-twitter.com/uwt.js,{},"{'Last-Modified': 'Mon, 10 Aug 2020 18:15:26 GMT', 'Cache-Control': 'no-cache'}"
,,https://s.yimg.com/wi/ytc.js,"{'x-amz-id-2': '/mtUL2W9gL4Vmn2IlWOdM2dWiiLN4m8qr3ds09v3DUg8YcwaFoLAUNygX3ymM9v0+bknr21HPRc=', 'x-amz-request-id': 'B2D916772FBFDE70', 'Date': 'Sun, 06 Sep 2020 17:17:13 GMT', 'Last-Modified': 'Tue, 11 Aug 2020 09:21:22 GMT', 'x-amz-expiration': 'expiry-date=""Thu, 16 Sep 2021 00:00:00 GMT"", rule-id=""oath-standard-lifecycle""', 'ETag': '""4af30fdfb3f25202fae672877237b12e-df""', 'x-amz-server-side-encryption': 'AES256', 'Cache-Control': 'public,max-age=3600', 'x-amz-version-id': 'v0T4VwTcSKojm0k.rRPUA2jezlg4p0ZC', 'Accept-Ranges': 'bytes', 'Content-Type': 'application/javascript', 'Server': 'ATS', 'Referrer-Policy': 'no-referrer-when-downgrade', 'Vary': 'Origin, Accept-Encoding', 'Age': '2588', 'ATS-Carp-Promotion': '1', 'Content-Encoding': 'gzip', 'Content-Length': '5573', 'Connection': 'keep-alive', 'Strict-Transport-Security': 'max-age=15552000', 'Expect-CT': 'max-age=31536000, report-uri=""http://csp.yahoo.com/beacon/csp?src=yahoocom-expect-ct-report-only""', 'X-XSS-Protection': '1; mode=block', 'X-Content-Type-Options': 'nosniff'}","{'Last-Modified': 'Tue, 11 Aug 2020 09:21:22 GMT', 'Cache-Control': 'public,max-age=3600'}"
,,//px.airpr.com/airpr.js,{},"{'Last-Modified': 'Wed, 01 Aug 2018 01:39:57 GMT', 'Expires': 'Sun, 06 Sep 2020 22:12:34 GMT', 'Cache-Control': 'max-age=43200'}"
